,error_dl_1e-05,min_dl_1e-05,max_dl_1e-05,error_dl_2e-05,min_dl_2e-05,max_dl_2e-05,error_dl_3e-05,min_dl_3e-05,max_dl_3e-05,error_dl_4e-05,min_dl_4e-05,max_dl_4e-05,error_dl_5e-05,min_dl_5e-05,max_dl_5e-05,ul
0,0.07263577065746492,0.006350253177822886,0.10987810465506181,0.08141332449935496,0.005905469081096047,0.17119644005380527,0.055163552102279814,0.01844971190835587,0.1297796300875017,0.07472510218472228,0.0022557820232184823,0.26065152576953143,0.07635918004644468,0.008253544143716308,0.1973070773848876,0.0
1,0.06423565920366561,0.0021804606066243206,0.1776381506911261,0.08166510869829176,0.0013728708961704586,0.22139064737183337,0.07190986517800628,0.0223969288810143,0.15488047201304958,0.10440101465265916,0.03128621817851118,0.28657439716613087,0.08605313557505587,0.03550388567701872,0.17461733690403547,0.03
2,0.05052818769721534,0.0006851717978075325,0.10556719668570923,0.04496159393053295,0.015225520496011837,0.11536680988952262,0.05326255982529841,0.013310250349884546,0.16994331950674035,0.0690772135646421,0.001018847244373518,0.12486920110318477,0.06290012768463175,0.0029359770068234973,0.1674310789985096,0.06
3,0.07772707882843355,0.0245125103050208,0.1608912516273149,0.04309313556962164,0.006166957953213226,0.09888110236145894,0.07023711267526674,0.003063602551171904,0.19430331199416498,0.0913178339078758,0.012440850804416356,0.19907329944853933,0.07993298490017328,0.014759697217646455,0.21858569064214836,0.09
4,0.05844681435695862,0.008993082084964195,0.10925281577834499,0.07724495158121983,0.0009616387805530765,0.1871456839659974,0.07976764273300768,0.005073035797481075,0.15542486370665598,0.08297284323030836,0.003773655130187017,0.15919696095578434,0.08661172275160563,0.001383853916135657,0.1719597004752131,0.12
5,0.09545782611406772,0.0018998637815499382,0.24604259811603635,0.07992098624692395,0.0010475931873883976,0.19370043302625778,0.04770645737047079,0.005659032795572756,0.1729341585313207,0.06267368627843382,0.007656925287677304,0.23315309019418987,0.06953651485036157,0.003228941509703563,0.1836046118465307,0.15
6,0.07684586953248664,0.005666707211251363,0.2170188393301298,0.08888206547255781,0.011901003885121487,0.2017910647732659,0.07122348836234127,0.007144401109056429,0.12575416780379894,0.059534455316859206,0.010020343751940797,0.12400004838804664,0.07563250422816999,0.004785210757711376,0.16185803888719436,0.18
7,0.08439066979411038,0.006599284929053264,0.27378372717074234,0.05128160251424243,0.004473722559735521,0.12872665361037636,0.07793916581952456,0.0073064769281462735,0.1577891673964346,0.05137517668781209,0.006599530540559884,0.11430781665121519,0.07912214599876723,0.02574297634790509,0.19420943742958652,0.21
8,0.046272524345867296,0.001332606821443739,0.10070441092333932,0.07779866769264705,0.007834997788072267,0.1379951623553535,0.0814013841493872,0.013205402294796031,0.28092309531108517,0.08513112923337797,0.021592302851943714,0.17760497204974088,0.08011385637454727,0.001559669167048342,0.16482285062643431,0.24
9,0.060960862111617366,0.007850774297346064,0.10926004867316799,0.08239981102526187,0.011979302909528552,0.17859973696436543,0.07239079649725541,0.008143069438345737,0.20582899235543625,0.102939715482644,0.008490110171659244,0.20707732655785346,0.09445743936900344,0.010149765971510722,0.24488504114768472,0.27
10,0.08134233721675338,0.0008842379146970281,0.19405504311238606,0.07445202404748695,0.0010528899223470117,0.19987703022353984,0.07326155800325777,0.016870270598285213,0.1762260474364943,0.10346230391472569,0.02346920906413743,0.1643677666003907,0.11578027897170029,0.0111478272040356,0.2586469683382313,0.3
