,error_dl_1e-05,min_dl_1e-05,max_dl_1e-05,error_dl_2e-05,min_dl_2e-05,max_dl_2e-05,error_dl_3e-05,min_dl_3e-05,max_dl_3e-05,error_dl_4e-05,min_dl_4e-05,max_dl_4e-05,error_dl_5e-05,min_dl_5e-05,max_dl_5e-05,bl
0,0.11269774624160023,0.029725273721527282,0.3019310951483923,0.05922005554511576,0.0047490983365700385,0.22661898689451623,0.11423795125305247,0.03960173194577196,0.3144412165528584,0.06635157980935774,0.007017697040651761,0.14317353589737647,0.07052920873662416,0.010672880470330853,0.17142677666249284,0.0
1,0.08398354192392307,0.0043360118811729366,0.1693240339097721,0.09382457078312006,0.01575021849129122,0.22719968031663243,0.11239135087374996,0.004577755377057026,0.2720216442285661,0.10448474841156967,0.006051849880284797,0.22315748737689697,0.07628374097857679,0.029192311848159944,0.15460509379117277,0.02
2,0.10935596786923212,0.0026017013170569307,0.2560519513397253,0.08451299194552414,0.005662518528919995,0.21457417507615506,0.1090030758991031,0.02371745891524774,0.23729645547728404,0.13002350394937592,0.01574691355762743,0.15983856641723554,0.09018523569368717,0.020285307045277555,0.18586677276442823,0.04
3,0.08410360553637845,0.0005236071226646116,0.21622426000245823,0.07557121449872195,0.02658157071866602,0.16679735057055767,0.0976177970061811,0.016097262759507583,0.24384272868502924,0.06068125000074315,0.004090482530445673,0.19548282494229222,0.059619982311286346,0.011164762632042961,0.1362112473893433,0.06
4,0.045377111400834676,0.00032036246483266865,0.14316804161196067,0.07024008719241372,0.0033057904588104058,0.1768923396113223,0.0589053610299878,0.0060513596153816095,0.16613595112088916,0.049237755694071246,0.005733199637661903,0.15996047739321184,0.09515363861722508,0.009126471369025908,0.19866630726377685,0.08
5,0.0806531233578003,0.011073082082351474,0.19313686264536178,0.07678777320308937,0.0074790419639417785,0.18477636469206848,0.11146144870382531,0.034007526061349616,0.28091186243377153,0.07972707537066231,0.014040039675999998,0.17212661841548896,0.0469986833414243,0.00039997035421973404,0.11898227089210604,0.1
6,0.0914732516639997,0.02007737577605741,0.15747960520492973,0.06159172541308318,0.004866621839570366,0.2289196066416462,0.07026525690422,0.013466569633274876,0.18712706330928197,0.06441922109997991,0.007691308564357835,0.25912920943237205,0.06583200367985763,0.0017251552944838762,0.1190447823810111,0.12
7,0.09104463811473704,0.000572193948225821,0.1984104056608555,0.10959808049352346,0.02909123153090268,0.20015743851017403,0.095246797477145,0.017792376222938947,0.15595321293634823,0.05407394665069402,0.011191096888266597,0.21687642112980102,0.06369841859628063,0.0005662329803584542,0.17698995311661667,0.14
8,0.10127015688241245,0.0010891430895352383,0.24302555585597221,0.07202023220261768,0.011160097066610182,0.18434880660407305,0.059569716889346425,0.0023948444183923387,0.14769607640013016,0.06109113629189211,0.0037436132593940278,0.15238156108547515,0.08096786544445614,0.002705183326634856,0.21553173366812806,0.16
9,0.041043296242518124,0.00016820494066996575,0.1031427896302491,0.046416851353688275,0.004553845714540653,0.13554682000049337,0.09305042306335229,0.013092318483135525,0.17808661599334913,0.07543398668702724,0.04203789758063735,0.13386963494221538,0.09503552162460112,0.01570788003702275,0.17765732392715133,0.18
10,0.06868457947130376,0.017523643796316497,0.1570552810532102,0.09633349770845459,0.0056216668322755506,0.2709151563551542,0.10401991328566187,0.0019299923280731552,0.32686309519597057,0.07574185545489995,0.017406555232156288,0.21839505506033002,0.048854571220477594,0.00010723027561952578,0.14010411289733576,0.2
